File,Label,Pitch,Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_001.mp4,lie,954.6102,0.0061504883,-549.2247924804688,33.45374298095703,9.8040771484375,4.931179046630859,5.899347305297852,2.855945348739624,-0.07482361048460007,-0.5761573910713196,-0.8553392887115479,-1.0116218328475952,0.6261045932769775,1.4828356504440308,0.29974594712257385
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_002.mp4,lie,1002.40674,0.016388549,-522.82373046875,47.54787826538086,3.5705273151397705,3.8430185317993164,5.204712867736816,2.437039852142334,-1.7750648260116577,-3.80116868019104,-3.4783527851104736,-3.300616502761841,-3.1516501903533936,-3.2071001529693604,-1.9798791408538818
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_003.mp4,lie,799.7043,0.0024549619,-628.54443359375,18.561471939086914,6.75005578994751,5.408259868621826,4.942708969116211,3.4781346321105957,0.9858180284500122,-0.13731986284255981,0.3992469012737274,0.535595178604126,0.5157684087753296,0.36833834648132324,0.5547570586204529
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_004.mp4,lie,1096.8767,0.032800384,-466.3119201660156,81.16708374023438,3.9387736320495605,11.986174583435059,11.637300491333008,2.8828506469726562,-5.670468807220459,-4.72391939163208,-3.7537524700164795,-7.998173713684082,-5.755662441253662,-1.1066157817840576,-1.9332280158996582
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_005.mp4,lie,854.218,0.0060024196,-548.8153686523438,31.650314331054688,9.055499076843262,3.952554941177368,4.141289234161377,3.455219268798828,1.8523136377334595,-0.6553659439086914,-1.4364656209945679,0.4401223957538605,0.981160044670105,-0.2101384848356247,0.3044296205043793
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_006.mp4,lie,764.48016,0.00220889,-648.7941284179688,32.422203063964844,11.102953910827637,7.440201759338379,6.742748260498047,3.175149440765381,1.0786049365997314,1.3034507036209106,0.3658173978328705,0.21749863028526306,1.571997046470642,1.6673991680145264,0.6807829737663269
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_007.mp4,lie,1221.9808,0.023790939,-502.8068542480469,41.710636138916016,5.390157699584961,3.682330369949341,5.861776828765869,1.049993872642517,-3.8852217197418213,-3.7048468589782715,-1.3584691286087036,-2.073892116546631,-2.407357692718506,-1.6642694473266602,-1.5269478559494019
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_008.mp4,lie,908.94104,0.027239515,-486.26531982421875,81.87265014648438,8.758502960205078,14.520901679992676,11.21124267578125,0.8675055503845215,-5.62432336807251,-2.5028674602508545,-2.677872896194458,-8.079487800598145,-4.424681663513184,-1.6488288640975952,-2.261262893676758
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_009.mp4,lie,845.11725,0.007758893,-542.9400024414062,39.15470886230469,9.061456680297852,5.851614952087402,5.4914960861206055,3.3008742332458496,2.1885616779327393,-0.6095084547996521,-2.7865312099456787,-0.12992921471595764,1.6565303802490234,-0.5677525997161865,-0.7664634585380554
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_010.mp4,lie,816.5331,0.00068437675,-743.213134765625,21.65785789489746,9.131007194519043,7.688855171203613,5.345040321350098,3.917991876602173,2.2593371868133545,2.0937769412994385,0.6901294589042664,1.2957173585891724,1.2804335355758667,1.203961730003357,0.2110070288181305
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_011.mp4,lie,1561.6675,0.014486664,-463.6529541015625,37.38787841796875,-0.36003729701042175,5.565952777862549,1.7589272260665894,2.803802967071533,-3.648561954498291,-0.17561480402946472,-3.5581400394439697,-2.0388922691345215,-1.686185598373413,-2.1248037815093994,-1.7903287410736084
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_012.mp4,lie,1106.0452,0.019140223,-502.66632080078125,38.72580337524414,3.940089702606201,7.025107383728027,4.458092212677002,-0.3006032407283783,-2.94058895111084,-2.739999771118164,-0.9074832797050476,-1.5774978399276733,-1.7986737489700317,-2.067701578140259,-1.7219901084899902
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_013.mp4,lie,935.3356,0.017842904,-504.9464111328125,52.445011138916016,6.624014854431152,10.883296966552734,7.874813079833984,0.747035562992096,-4.084046363830566,-2.4192609786987305,-1.85663902759552,-4.768129825592041,-2.8015761375427246,-0.9006254076957703,-0.9401757717132568
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_014.mp4,lie,1113.6759,0.025874639,-479.2951965332031,52.79369354248047,4.493806838989258,9.170811653137207,7.6483845710754395,2.039693593978882,-2.523627758026123,-3.7396464347839355,-3.891693115234375,-3.195943593978882,-2.1827409267425537,-2.7410924434661865,-2.221588373184204
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_015.mp4,lie,1217.0564,0.009495884,-554.7822265625,34.481903076171875,0.8488534092903137,4.631491184234619,5.5770745277404785,1.3327692747116089,-1.8729681968688965,-1.9087390899658203,-1.6499454975128174,-1.9022257328033447,-1.291574478149414,-0.7219196557998657,-0.8821240663528442
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_016.mp4,lie,1666.0557,0.010907953,-524.3282470703125,63.878326416015625,-0.40478476881980896,20.220577239990234,4.655271530151367,0.06868799775838852,-0.8415465354919434,0.6795465350151062,-0.23361250758171082,-2.6463088989257812,-1.8633846044540405,-2.5979297161102295,-1.8836296796798706
/content/drive/MyDrive/Capstone/dataset/Deceptive/box_lie_017.mp4,lie,1328.0947,0.015402157,-496.9187316894531,32.65065383911133,1.954556941986084,7.976288795471191,2.489670991897583,0.5139626264572144,-1.1176621913909912,-1.373826026916504,-1.090813398361206,-1.7447513341903687,-1.4193845987319946,-1.3090183734893799,-1.4768623113632202
