File,Frame,Label,EAR,Eyebrows_Frown,Eyebrows_Raise,Lips_Up,Lips_Protruded,Head_Turn
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,90,truth,0.22564705662144371,51.478150704935004,19.416666666666657,61.68468205316454,1.0,27.78172222217343
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,100,truth,0.27572119022068986,39.45883931389772,19.833333333333314,50.695167422546305,1.0,21.595079812456397
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,110,truth,0.29753204613712636,39.319206502675,20.666666666666657,50.32891812864648,1.0,18.972515807435634
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,120,truth,0.27899741794423516,42.190046219457976,20.583333333333343,52.354560450833695,0.0,31.17812961120206
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,130,truth,0.2832930090914254,39.20459156782532,21.333333333333343,50.15974481593781,1.0,24.55353538372929
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,140,truth,0.28307582501344375,40.19950248448356,21.333333333333343,48.76474136094644,1.0,26.109725439488813
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,150,truth,0.2815325664473178,41.30375285612676,19.5,47.75981574503821,0.0,23.277026944173606
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,160,truth,0.254198983751293,41.43669871020132,19.75,53.71219600798314,2.23606797749979,30.43567013318708
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,170,truth,0.1977959741173861,38.01315561749642,22.666666666666657,52.20153254455275,2.0,38.31778055950196
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,200,truth,0.2730038696554533,39.05124837953327,23.416666666666657,49.49747468305833,6.0,29.954952246782746
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,210,truth,0.27659161580739466,40.049968789001575,23.166666666666657,50.80354318352215,6.0,28.288662444521776
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,220,truth,0.2692536295260971,46.09772228646444,21.666666666666686,53.009433122794285,0.0,33.55627442553952
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,230,truth,0.2932606264905566,38.01315561749642,20.916666666666657,48.76474136094644,5.0,33.344861183936196
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,240,truth,0.1569540617645495,38.01315561749642,23.833333333333343,50.00999900019995,10.0,29.200512589161995
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,250,truth,0.16629984045610963,42.01190307520001,20.5,44.14748010928823,2.0,32.68025818228721
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,260,truth,0.18203790591395388,36.0,22.416666666666657,54.91812087098393,2.0,29.712394992976257
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,270,truth,0.24593930601331598,36.0,20.583333333333343,54.57105459856901,2.23606797749979,23.5269113648722
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,280,truth,0.29494797444545273,42.01190307520001,21.75,43.18564576337837,0.0,20.779302228777055
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,290,truth,0.2809135601846817,42.0,20.666666666666657,50.21951811795888,1.4142135623730951,23.116314251364955
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,300,truth,0.2671742747328799,39.0,21.166666666666657,49.64876634922564,1.0,33.27499990735043
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,310,truth,0.28302980314786,43.01162633521314,22.083333333333314,51.62363799656123,1.0,21.867301294730446
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,320,truth,0.2729773571758972,42.01190307520001,20.583333333333343,47.29693436154187,1.0,34.70137364922875
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,330,truth,0.26501742274771556,42.04759208325728,19.666666666666686,44.553338819890925,0.0,31.552968822742372
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,340,truth,0.28971170730833173,43.104524124504614,18.916666666666657,47.51841748206689,0.0,29.919257712122544
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,350,truth,0.2701377340139513,41.10960958218893,19.833333333333343,50.00999900019995,0.0,28.330219490885447
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,360,truth,0.2819044948781399,38.2099463490856,21.333333333333343,49.64876634922564,6.0,26.03884832924077
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,370,truth,0.27111385531774734,40.19950248448356,21.083333333333343,48.662100242385755,0.0,21.35839195761472
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,380,truth,0.2675349969759543,39.20459156782532,21.083333333333343,48.373546489791295,1.0,25.5652125723773
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,390,truth,0.2834013183280075,41.30375285612676,20.583333333333343,48.507731342539614,1.0,26.137170085065513
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,400,truth,0.2675579410907026,41.10960958218893,20.083333333333343,50.48762224545735,0.0,27.142810148420125
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,410,truth,0.2673842796969631,41.10960958218893,20.0,47.853944456021594,0.0,31.421702748782025
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,420,truth,0.268327300246236,43.104524124504614,18.333333333333343,45.89117562233506,2.0,30.65587725623716
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,430,truth,0.26135481287875295,43.266615305567875,26.0,38.897300677553446,1.4142135623730951,45.85021505452866
/content/drive/MyDrive/Capstone/dataset/Truthful/trial_truth_006.mp4,440,truth,0.282356537377605,40.11234224026316,19.5,49.25444142409901,1.0,25.100615314077736
